Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
4/25/2023,Dinner,550.5,10.5,1.7,0,5,0,94.1,523.2,523.3,75.3,1.9,13.7,35.8,13,10.6,1.2,0.8,
4/25/2023,Evening,328.5,7.6,1.5,0,0,0,5,243,237.5,41.9,0,16.8,22.5,0,6,14,4,
4/25/2023,Lunch,392,8.5,1.4,0,0,0,105,379.3,1224.2,37.9,6.5,11.5,37.3,402.8,8.7,9.2,11.6,
4/25/2023,Morning,584.2,18.5,5.5,0,0,0,92.5,531.5,548.3,67.2,5.1,2.8,30.7,0,0,11.2,10.4,
4/25/2023,PreWorkout,651.1,6.6,2.3,1.6,1.5,0,12.5,1736.4,968.6,143.9,8.6,23,15.5,17.8,23.9,37,103.6,
4/26/2023,Breakfast,429,13.6,2.6,3.5,6,0,192.1,185.3,274.7,53.8,9.3,19,22.9,6,0,32.7,14.8,
4/26/2023,Dinner,550,23.5,3.8,0,0,0,32.5,1055,500,60,3.5,2,22,0,0,0,4,
4/26/2023,Evening,267,2,1.5,0,0,0,5,171,210,37.7,0,13,23.5,0,7,15,4,
4/26/2023,Lunch,392,8.5,1.4,0,0,0,105,379.3,1224.2,37.9,6.5,11.5,37.3,402.8,8.7,9.2,11.6,
4/26/2023,Morning,454.2,12.5,5,0,0,0,92.5,411.5,548.3,49.2,4.1,1.8,30.7,0,0,11.2,9.3,
4/26/2023,PreWorkout,410,9.5,5,0,0,0,20,2045,100,49.5,1,12.5,30,1,10,11,2,
4/27/2023,Breakfast,429,13.6,2.6,3.5,6,0,192.1,185.3,274.7,53.8,9.3,19,22.9,6,0,32.7,14.8,
4/27/2023,Dinner,452.6,15.7,9.8,0,0,0,49.2,1121.8,141.7,53.1,3.9,9.8,23.6,0,0,49.2,11.8,
4/27/2023,Evening,375.1,5,2.1,1.2,1.2,0,5,394.7,538,50.9,4.8,15.4,35.2,12.1,21.8,29.8,88.4,
4/27/2023,Lunch,392,8.5,1.4,0,0,0,105,379.3,1224.2,37.9,6.5,11.5,37.3,402.8,8.7,9.2,11.6,
4/27/2023,Morning,584.2,18.5,5.5,0,0,0,92.5,531.5,548.3,67.2,5.1,2.8,30.7,0,0,11.2,10.4,
4/27/2023,PreWorkout,724.6,6.5,1.5,1.3,1.3,0,12.5,2070.9,220,157.1,5.3,39,15,26.7,26.7,43.7,54.3,
4/28/2023,Breakfast,429,13.6,2.6,3.5,6,0,192.1,185.3,274.7,53.8,9.3,19,22.9,6,0,32.7,14.8,
4/28/2023,Dinner,664.5,20.6,3,0.5,6.6,0,70.6,572.2,798.7,85.7,15,14.9,36.9,9.8,33.2,1.6,14.4,
4/28/2023,Evening,106.4,0,0,0,0,0,0,125.7,96.7,1,0,0,24.2,0,9.7,9.7,0,
4/28/2023,Lunch,392,8.5,1.4,0,0,0,105,379.3,1224.2,37.9,6.5,11.5,37.3,402.8,8.7,9.2,11.6,
4/28/2023,Morning,454.2,12.5,5,0,0,0,92.5,411.5,548.3,49.2,4.1,1.8,30.7,0,0,11.2,9.3,
4/28/2023,PreWorkout,200,6.5,2.3,2.5,1.5,0,0,170,35,34,0.5,15,2,0,0,0.5,4.2,
4/29/2023,Breakfast,405,13.6,2.6,3.5,6,0,192.1,180,259.7,47.2,9.3,16.5,22.9,6,0,30.7,13.8,
4/29/2023,Dinner,674.1,20.9,4.9,0,3.8,0,83.1,655.2,661.2,83.3,13.1,14.7,39.3,9.8,28.5,8.8,13.5,
4/29/2023,Evening,263.9,3,1.7,0.4,0.4,0,5,243.2,336.3,27.2,1.5,13.8,31.9,3.9,13.9,21.9,31,
4/29/2023,Lunch,336.4,9,3.5,0,0,0,0,315.7,206.7,28,5,12,32.2,0,9.7,11.1,5.6,
4/29/2023,Morning,584.2,18.5,5.5,0,0,0,92.5,531.5,548.3,67.2,5.1,2.8,30.7,0,0,11.2,10.4,
4/29/2023,PreWorkout,724.6,6.5,1.5,1.3,1.3,0,12.5,2070.9,220,157.1,5.3,39,15,26.7,26.7,43.7,54.3,
4/30/2023,Breakfast,405,13.6,2.6,3.5,6,0,192.1,180,259.7,47.2,9.3,16.5,22.9,6,0,30.7,13.8,
4/30/2023,Dinner,510,13,2,2,7,0,0,725,20,64,10,6,35,0,0,2,10,
4/30/2023,Evening,530,12.5,1.5,3,1.5,0,5,770,500,90,9,19,19,75,0,32,64,
4/30/2023,Lunch,392,8.5,1.4,0,0,0,105,379.3,1224.2,37.9,6.5,11.5,37.3,402.8,8.7,9.2,11.6,
4/30/2023,Morning,340,9,3.5,0,0,0,0,320,210,28,5,12,33,0,10,11.4,5.6,
4/30/2023,PreWorkout,724.6,6.5,1.5,1.3,1.3,0,12.5,2070.9,220,157.1,5.3,39,15,26.7,26.7,43.7,54.3,
5/1/2023,Breakfast,405,13.6,2.6,3.5,6,0,192.1,180,259.7,47.2,9.3,16.5,22.9,6,0,30.7,13.8,
5/1/2023,Dinner,506.1,14.4,1.8,1.1,1,0,63.4,416.5,915,47.9,2.4,3.5,44,6.4,4.3,2.7,12.7,
5/1/2023,Evening,296,6.5,1.5,0,0,0,5,218,230,36.6,0,16,22,0,6,14,4,
5/1/2023,Lunch,432.4,10.6,1.7,0,5,0,94.1,641.2,1211,48.8,6.7,21.6,34,415.2,16.3,8.5,11.2,
5/1/2023,Morning,507,15.5,5.3,0.2,2.3,0,92.5,446.2,624.2,55.1,4.1,4.1,31,0,0,26.4,10.8,
5/1/2023,PreWorkout,343,6,2.2,1.4,1.3,0,12.5,1567.2,916.4,68.2,7.8,22.4,12.5,16,21.9,35.1,90,
5/2/2023,Breakfast,494.7,17.1,3.2,5.2,7,0,192.1,195.5,323.2,59.9,11,20,25,6,0,31.6,17.6,
5/2/2023,Dinner,429,14.9,9.3,0,0,0,46.6,1063.1,134.3,50.4,3.7,9.3,22.4,0,0,46.6,11.2,
5/2/2023,Evening,340,6.5,1.5,0,0,0,5,270,270,37,0,16,32,0,10,18,4,
5/2/2023,Lunch,432.4,10.6,1.7,0,5,0,94.1,641.2,1211,48.8,6.7,21.6,34,415.2,16.3,8.5,11.2,
5/2/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/2/2023,PreWorkout,655.4,6.6,2.3,1.6,1.5,0,12.5,1736.2,986.3,145.1,8.7,23.6,15.5,18,24.3,37.2,103.6,
5/3/2023,Breakfast,428.7,14.6,2.8,4,6.3,0,192.1,184.1,276.4,50.5,9.8,17.5,23.4,6,0,30.9,14.8,
5/3/2023,Dinner,483.3,14.3,1.8,1.1,1,0,54.9,407,820,47.9,2.4,3.5,38.8,6.4,4.3,2.6,11.8,
5/3/2023,Evening,341.2,4,1.5,0.7,0.7,0,5,410.9,190,55.4,2.7,29,21.5,13.3,18.3,26.3,30.6,
5/3/2023,Lunch,432.4,10.6,1.7,0,5,0,94.1,641.2,1211,48.8,6.7,21.6,34,415.2,16.3,8.5,11.2,
5/3/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/3/2023,PreWorkout,650.4,6.6,2.3,1.6,1.5,0,12.5,1681.2,986.3,143.1,8.7,23.6,15.5,18,24.3,37.2,102.6,
5/4/2023,Breakfast,428.7,14.6,2.8,4,6.3,0,192.1,184.1,276.4,50.5,9.8,17.5,23.4,6,0,30.9,14.8,
5/4/2023,Dinner,429,14.9,9.3,0,0,0,46.6,1063.1,134.3,50.4,3.7,9.3,22.4,0,0,46.6,11.2,
5/4/2023,Evening,530,12.5,1.5,3,1.5,0,5,770,500,90,9,19,19,75,0,32,64,
5/4/2023,Lunch,432.4,10.6,1.7,0,5,0,94.1,641.2,1211,48.8,6.7,21.6,34,415.2,16.3,8.5,11.2,
5/4/2023,Morning,507,15.5,5.3,0.2,2.3,0,92.5,446.2,624.2,55.1,4.1,4.1,31,0,0,26.4,10.8,
5/4/2023,PreWorkout,110,0,0,0,0,0,0,130,100,1,0,0,25,0,10,10,0,
5/5/2023,Breakfast,428.7,14.6,2.8,4,6.3,0,192.1,184.1,276.4,50.5,9.8,17.5,23.4,6,0,30.9,14.8,
5/5/2023,Dinner,960.7,62.6,14.7,0,0,0,96,2127.6,0,63.1,6.8,8.9,42.1,0,2,0,6,
5/5/2023,Evening,110,0,0,0,0,0,0,130,100,1,0,0,25,0,10,10,0,
5/5/2023,Lunch,267.8,6.1,2.6,0,0,0,20,586.3,251.7,33.6,3.3,3.1,18.5,7.3,8,19.1,10.3,
5/5/2023,Morning,200,7,3.5,0,0,0,0,200,77,25,15,1,20,0,0,3.1,22.2,
5/6/2023,Breakfast,591.3,14.8,2.9,5.9,3.2,0,10,696.2,441.1,90.5,11.9,20.8,29.5,75,0,33.6,66.5,
5/6/2023,Dinner,650,32,9,0,0,0,25,1030,182,74,11,2,17,0,0,30.5,27.8,
5/6/2023,Evening,200,7,3.5,0,0,0,0,200,77,25,15,1,20,0,0,3.1,22.2,
5/6/2023,Lunch,432.4,10.6,1.7,0,5,0,94.1,641.2,1211,48.8,6.7,21.6,34,415.2,16.3,8.5,11.2,
5/6/2023,Morning,786.2,31.9,8.2,0,1,0,101.5,921,741.6,80.2,5.9,9.9,38.8,0,0,24.3,10.9,
5/6/2023,PreWorkout,331.2,0,0,0,0,0,0,1445,100,55.1,0,26,25,0,10,10,1,
5/7/2023,Breakfast,591.3,14.8,2.9,5.9,3.2,0,10,696.2,441.1,90.5,11.9,20.8,29.5,75,0,33.6,66.5,
5/7/2023,Dinner,489.8,16.7,1.3,0,0,0,0,335,380,70.9,5,32,11.2,0,0,5.6,4,
5/7/2023,Lunch,675,40,5,0,0,0,135,1335,0,60,4,20,25,0,0,0,0,
5/7/2023,Morning,362.4,9.3,3.8,0.1,0,0,0,258.7,635,60.3,18.8,17.7,23.4,3.5,10,22,23.1,
5/8/2023,Breakfast,433.7,13.8,2.7,3.6,6,0,192.1,186.1,278,54.4,9.4,19.2,23,6,0,32.7,15,
5/8/2023,Dinner,462.3,16.1,10,0,0,0,50.2,1145.7,144.7,54.3,4,10,24.1,0,0,50.2,12.1,
5/8/2023,Evening,443.4,4.5,1.5,0.8,0.8,0,5,553.4,240,66,3.3,33,35,16.7,26.7,34.7,37.3,
5/8/2023,Lunch,379.6,6.2,1.1,0,0,0,105,625.3,1226.3,39.5,6.5,12.9,37.2,402.9,6.1,8.9,13,
5/8/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/8/2023,PreWorkout,598.1,6.6,2.3,1.6,1.5,0,12.5,1656.3,997,129.8,8.8,50,13.6,18.1,24.6,37.4,103.6,
5/9/2023,Breakfast,409.7,13.8,2.7,3.6,6,0,192.1,180.8,263,47.8,9.4,16.7,23,6,0,30.7,14,
5/9/2023,Dinner,304.1,10.9,5.4,0,0,0,43.4,857.9,0,34.8,1.1,2.2,16.3,4.3,0,27.2,16.3,
5/9/2023,Evening,579.6,8.1,1.5,0.5,0.5,0,5,623.1,350,70.3,2.2,29,55.2,10.8,28.8,36.8,25.7,
5/9/2023,Lunch,379.6,6.2,1.1,0,0,0,105,625.3,1226.3,39.5,6.5,12.9,37.2,402.9,6.1,8.9,13,
5/9/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/9/2023,PreWorkout,185,4.5,1.5,1.8,1,0,0,160,25,35,0.5,15,1.5,0,0,0.5,4.2,
5/10/2023,Breakfast,409.7,13.8,2.7,3.6,6,0,192.1,180.8,263,47.8,9.4,16.7,23,6,0,30.7,14,
5/10/2023,Lunch,379.6,6.2,1.1,0,0,0,105,625.3,1226.3,39.5,6.5,12.9,37.2,402.9,6.1,8.9,13,
5/10/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/10/2023,PreWorkout,110,0,0,0,0,0,0,130,100,1,0,0,25,0,10,10,0,
5/11/2023,Breakfast,409.7,13.8,2.7,3.6,6,0,192.1,180.8,263,47.8,9.4,16.7,23,6,0,30.7,14,
5/11/2023,Dinner,377.2,13.1,8.2,0,0,0,41,934.8,118.1,44.3,3.3,8.2,19.7,0,0,41,9.8,
5/11/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/11/2023,PreWorkout,110,0,0,0,0,0,0,130,100,1,0,0,25,0,10,10,0,
5/12/2023,Breakfast,409.7,13.8,2.7,3.6,6,0,192.1,180.8,263,47.8,9.4,16.7,23,6,0,30.7,14,
5/12/2023,Dinner,402.5,14,8.8,0,0,0,43.8,997.5,126,47.3,3.5,8.8,21,0,0,43.8,10.5,
5/12/2023,Evening,447.1,6,2.3,1.6,1.6,0,5,489.9,653.8,62.9,6.5,16.2,40.6,16.2,27.2,35.2,117.1,
5/12/2023,Lunch,379.6,6.2,1.1,0,0,0,105,625.3,1226.3,39.5,6.5,12.9,37.2,402.9,6.1,8.9,13,
5/12/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/12/2023,PreWorkout,695.6,6.2,1.5,1.2,1.2,0,12.5,1943.3,220,148.9,4.9,75.5,12.4,24.6,24.6,41.6,50.2,
5/13/2023,Breakfast,409.7,13.8,2.7,3.6,6,0,192.1,180.8,263,47.8,9.4,16.7,23,6,0,30.7,14,
5/13/2023,Dinner,340,9,3.5,0,0,0,0,320,210,28,5,12,33,0,10,11.4,5.6,
5/13/2023,Lunch,379.6,6.2,1.1,0,0,0,105,625.3,1226.3,39.5,6.5,12.9,37.2,402.9,6.1,8.9,13,
5/13/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/13/2023,PreWorkout,695.6,6.2,1.5,1.2,1.2,0,12.5,1943.3,220,148.9,4.9,75.5,12.4,24.6,24.6,41.6,50.2,
5/14/2023,Breakfast,334.4,11.8,2.8,0.8,5.5,0,74.1,211.7,278.1,44.3,8.5,5,11.8,2.1,11.3,32.6,13.5,
5/14/2023,Dinner,446.6,12.9,6.5,0,0,0,99.6,625.1,339.6,46.4,2.1,4.4,31.6,0,0,15,0.1,
5/14/2023,Evening,210,2,1.5,0,0,0,5,170,240,16,0,13,30,0,10,18,4,
5/14/2023,Lunch,379.6,6.2,1.1,0,0,0,105,625.3,1226.3,39.5,6.5,12.9,37.2,402.9,6.1,8.9,13,
5/14/2023,Morning,52.8,3,0.3,0.2,2.3,0,0,34.7,75.9,5.9,0,2.3,0.3,0,0,15.2,1.5,
5/14/2023,PreWorkout,524.4,6.2,1.5,1.2,1.2,0,12.5,758.3,320,81.8,4.9,36.5,37.4,24.6,34.6,51.6,49.2,
5/15/2023,Breakfast,591.3,17.6,3.7,3.7,7.2,0,81.2,287.8,465.2,79.2,13.9,18.4,28.5,2.1,11.3,46.1,22,
5/15/2023,Dinner,446.6,12.9,6.5,0,0,0,99.6,625.1,339.6,46.4,2.1,4.4,31.6,0,0,15,0.1,
5/15/2023,Evening,217.7,1.9,0.4,0.8,0.8,0,0,276.1,292.3,23.3,3.1,1.5,28.8,7.7,17.7,17.7,53.8,
5/15/2023,Lunch,432.4,10.6,1.7,0,5,0,94.1,641.2,1211,48.8,6.7,21.6,34,415.2,16.3,8.5,11.2,
5/15/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/15/2023,PreWorkout,695.6,6.2,1.5,1.2,1.2,0,12.5,1943.3,220,148.9,4.9,75.5,12.4,24.6,24.6,41.6,50.2,
5/16/2023,Breakfast,591.3,17.6,3.7,3.7,7.2,0,81.2,287.8,465.2,79.2,13.9,18.4,28.5,2.1,11.3,46.1,22,
5/16/2023,Dinner,446.6,12.9,6.5,0,0,0,99.6,625.1,339.6,46.4,2.1,4.4,31.6,0,0,15,0.1,
5/16/2023,Evening,217.7,1.9,0.4,0.8,0.8,0,0,276.1,292.3,23.3,3.1,1.5,28.8,7.7,17.7,17.7,53.8,
5/16/2023,Lunch,432.4,10.6,1.7,0,5,0,94.1,641.2,1211,48.8,6.7,21.6,34,415.2,16.3,8.5,11.2,
5/16/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/16/2023,PreWorkout,695.6,6.2,1.5,1.2,1.2,0,12.5,1943.3,220,148.9,4.9,75.5,12.4,24.6,24.6,41.6,50.2,
5/17/2023,Breakfast,591.3,17.6,3.7,3.7,7.2,0,81.2,287.8,465.2,79.2,13.9,18.4,28.5,2.1,11.3,46.1,22,
5/17/2023,Dinner,376.3,13.4,6.7,0,0,0,53.8,1061.8,0,43,1.3,2.7,20.2,5.4,0,33.6,20.2,
5/17/2023,Evening,284.4,2,1.5,0,0,0,5,139.7,216.7,39.1,0,34.7,24.2,0,7.7,15.7,4,
5/17/2023,Lunch,432.4,10.6,1.7,0,5,0,94.1,641.2,1211,48.8,6.7,21.6,34,415.2,16.3,8.5,11.2,
5/17/2023,Morning,507,15.5,5.3,0.2,2.3,0,92.5,446.2,624.2,55.1,4.1,4.1,31,0,0,26.4,10.8,
5/17/2023,PreWorkout,310,6.5,2.3,2.5,1.5,0,0,300,135,35,0.5,15,27,0,10,10.5,4.2,
5/18/2023,Breakfast,591.3,17.6,3.7,3.7,7.2,0,81.2,287.8,465.2,79.2,13.9,18.4,28.5,2.1,11.3,46.1,22,
5/18/2023,Dinner,489.3,14.4,5,0,0,0,25,304.9,134,48.1,3.4,4,39.1,5.6,3.9,15.1,4.6,
5/18/2023,Evening,174.4,0,0,0,0,0,0,99.7,76.7,21.8,0,19.5,19.2,0,7.7,7.7,0,
5/18/2023,Lunch,432.4,10.6,1.7,0,5,0,94.1,641.2,1211,48.8,6.7,21.6,34,415.2,16.3,8.5,11.2,
5/18/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/18/2023,PreWorkout,695.6,6.2,1.5,1.2,1.2,0,12.5,1943.3,220,148.9,4.9,75.5,12.4,24.6,24.6,41.6,50.2,
5/19/2023,Breakfast,591.3,17.6,3.7,3.7,7.2,0,81.2,287.8,465.2,79.2,13.9,18.4,28.5,2.1,11.3,46.1,22,
5/19/2023,Dinner,489.3,14.4,5,0,0,0,25,304.9,134,48.1,3.4,4,39.1,5.6,3.9,15.1,4.6,
5/19/2023,Lunch,432.4,10.6,1.7,0,5,0,94.1,641.2,1211,48.8,6.7,21.6,34,415.2,16.3,8.5,11.2,
5/19/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/19/2023,PreWorkout,695.6,6.2,1.5,1.2,1.2,0,12.5,1943.3,220,148.9,4.9,75.5,12.4,24.6,24.6,41.6,50.2,
5/20/2023,Breakfast,409.7,13.8,2.7,3.6,6,0,192.1,180.8,263,47.8,9.4,16.7,23,6,0,30.7,14,
5/20/2023,Dinner,892.1,21.7,5.1,0,0,0,18.4,642.1,334.2,121.1,7.3,17,47.2,18.6,16,15.3,13.4,
5/20/2023,Evening,110,0,0,0,0,0,0,130,100,1,0,0,25,0,10,10,0,
5/20/2023,Lunch,432.4,10.6,1.7,0,5,0,94.1,641.2,1211,48.8,6.7,21.6,34,415.2,16.3,8.5,11.2,
5/20/2023,Morning,264.4,5.1,2.7,0,0.3,0,20,586.2,188.3,34.2,3.3,3.8,18.3,18.6,8,63.6,10.1,
5/21/2023,Breakfast,409.7,13.8,2.7,3.6,6,0,192.1,180.8,263,47.8,9.4,16.7,23,6,0,30.7,14,
5/21/2023,Dinner,668.9,19.2,4.1,0.1,0,0,21.3,386.5,742.9,75.7,6,15.2,48.5,54.1,59.1,27.6,17.6,
5/21/2023,Evening,430,9,2,3,2,0,5,565,500,72,10,16,18,50,0,26,52,
5/21/2023,Lunch,110,0,0,0,0,0,0,130,100,1,0,0,25,0,10,10,0,
5/21/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/21/2023,PreWorkout,703.4,6.2,1.5,1.2,1.2,0,12.5,1991.3,220,151.9,4.9,53.8,13.6,24.6,24.6,41.6,50.2,
5/22/2023,Breakfast,415.9,14.1,2.7,3.7,6.1,0,192.1,174.2,320.6,49.5,8.4,19.7,23.1,33.3,52.5,35.5,12.9,
5/22/2023,Dinner,668.9,19.2,4.1,0.1,0,0,21.3,386.5,742.9,75.7,6,15.2,48.5,54.1,59.1,27.6,17.6,
5/22/2023,Evening,287,1.3,0,0.1,0,0,0,517.5,451.5,55.8,1.8,4.9,9.3,83.3,34.2,4.1,20.1,
5/22/2023,Lunch,303.5,5,0.5,0.1,0,0,0,36.4,780.5,31.3,3.9,3.7,33.8,509.4,108.2,5,10.7,
5/22/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/22/2023,PreWorkout,515.6,6.2,1.5,1.2,1.2,0,12.5,1943.3,220,106.9,4.9,36.5,12.4,24.6,24.6,41.6,50.2,
5/23/2023,Breakfast,426.3,14.2,2.8,3.6,6.1,0,192.1,174.3,346.5,52.1,8.6,22.3,23.3,44,54.9,37.6,12.8,
5/23/2023,Dinner,550,23.5,3.8,0,0,0,32.5,1055,500,60,3.5,2,22,0,0,0,4,
5/23/2023,Evening,537.6,7.8,2.3,2.6,1.5,0,0,702.8,544.8,84.5,2.3,19.7,28.6,83.3,41.5,11.4,22.6,
5/23/2023,Lunch,303.5,5,0.5,0.1,0,0,0,36.4,780.5,31.3,3.9,3.7,33.8,509.4,108.2,5,10.7,
5/23/2023,Morning,507,15.5,5.3,0.2,2.3,0,92.5,446.2,624.2,55.1,4.1,4.1,31,0,0,26.4,10.8,
5/23/2023,PreWorkout,245,7,3.5,0,0,0,15,255,100,18,0,8,26,0,10,10,0,
5/24/2023,Breakfast,409.7,13.8,2.7,3.6,6,0,192.1,180.8,263,47.8,9.4,16.7,23,6,0,30.7,14,
5/24/2023,Dinner,418.6,14.6,9.1,0,0,0,45.5,1037.4,131,49.1,3.6,9.1,21.8,0,0,45.5,10.9,
5/24/2023,Evening,277.5,5.3,1.1,1.1,3,0,1.9,435,195,15,0.4,0,39.8,0,15,18,5,
5/24/2023,Lunch,303.5,5,0.5,0.1,0,0,0,36.4,780.5,31.3,3.9,3.7,33.8,509.4,108.2,5,10.7,
5/24/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/24/2023,PreWorkout,419.4,6.2,1.5,1.2,1.2,0,12.5,1943.3,220,82.8,4.9,36.5,12.4,24.6,24.6,41.6,50.2,
5/25/2023,Breakfast,409.7,13.8,2.7,3.6,6,0,192.1,180.8,263,47.8,9.4,16.7,23,6,0,30.7,14,
5/25/2023,Dinner,450.8,15.7,9.8,0,0,0,49,1117.2,141.1,52.9,3.9,9.8,23.5,0,0,49,11.8,
5/25/2023,Evening,494,4.8,0.8,0.9,2,0,1.3,833.5,601.5,66,2.1,4.9,40.8,83.3,46.2,18.1,23.4,
5/25/2023,Lunch,303.5,5,0.5,0.1,0,0,0,36.4,780.5,31.3,3.9,3.7,33.8,509.4,108.2,5,10.7,
5/25/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/25/2023,PreWorkout,695.6,6.2,1.5,1.2,1.2,0,12.5,1943.3,220,148.9,4.9,75.5,12.4,24.6,24.6,41.6,50.2,
5/26/2023,Breakfast,409.7,13.8,2.7,3.6,6,0,192.1,180.8,263,47.8,9.4,16.7,23,6,0,30.7,14,
5/26/2023,Dinner,441.6,15.4,9.6,0,0,0,48,1094.4,138.2,51.8,3.8,9.6,23,0,0,48,11.5,
5/26/2023,Evening,412.8,2.4,1.5,0,0,0,5,461.9,304.9,55.1,0,26.6,37.4,0,11.3,20.8,12.4,
5/26/2023,Lunch,393,6.4,0.5,0.1,0,0,0,298.6,245.5,42.7,2,2.8,36.5,509.4,65.8,3.9,20.3,
5/26/2023,Morning,637,21.5,5.8,0.2,2.3,0,92.5,566.2,624.2,73.1,5.1,5.1,31,0,0,26.4,11.9,
5/26/2023,PreWorkout,695.6,6.2,1.5,1.2,1.2,0,12.5,1943.3,220,148.9,4.9,75.5,12.4,24.6,24.6,41.6,50.2,
5/27/2023,Breakfast,442.7,15.1,2.9,4.2,6.4,0,192.1,186.5,286.4,52.5,10,18,23.8,6,0,31.1,15.4,
5/27/2023,Dinner,575,15,3.5,0,0,0,80,1072.9,367.9,75.1,4.7,10.4,29.3,0,11.1,4,6,
5/27/2023,Evening,510,13,4.5,5,3,0,0,470,170,69,1,30,29,0,10,11,8.3,
5/27/2023,Lunch,598.4,36,13.3,5,9.2,0.1,146.5,766.9,625,29.2,2,4.4,29.4,0,9.7,29.8,23.1,
5/27/2023,Morning,584.2,18.5,5.5,0,0,0,92.5,531.5,548.3,67.2,5.1,2.8,30.7,0,0,11.2,10.4,
5/27/2023,PreWorkout,110,0,0,0,0,0,0,130,100,1,0,0,25,0,10,10,0,
5/28/2023,Breakfast,442.7,15.1,2.9,4.2,6.4,0,192.1,186.5,286.4,52.5,10,18,23.8,6,0,31.1,15.4,
5/28/2023,Dinner,594.1,25.8,10.4,3.1,6,0,20,996.3,740,57.9,5.4,8.5,35.2,18.2,25.4,53.7,30.5,
5/28/2023,Evening,553.8,6.2,1.5,1.2,1.2,0,12.5,793,346.7,82.1,4.9,36.5,44.1,24.6,37.3,54.3,49.2,
5/28/2023,Lunch,303.5,5,0.5,0.1,0,0,0,36.4,780.5,31.3,3.9,3.7,33.8,509.4,108.2,5,10.7,
5/28/2023,PreWorkout,1035.6,24.2,8.5,1.2,1.2,0,12.5,2323.3,440,174.9,14.9,73.5,28.4,24.6,24.6,44.4,61.3,
5/29/2023,Breakfast,442.7,15.1,2.9,4.2,6.4,0,192.1,186.5,286.4,52.5,10,18,23.8,6,0,31.1,15.4,
5/29/2023,Dinner,575,15,3.5,0,0,0,80,1072.9,367.9,75.1,4.7,10.4,29.3,0,11.1,4,6,
5/29/2023,Evening,560,10,0.5,3,2,0,0,865,490,80,10.5,3.5,40,50,10,33,50.2,
5/29/2023,Lunch,110,0,0,0,0,0,0,130,100,1,0,0,25,0,10,10,0,
5/29/2023,Morning,584.2,18.5,5.5,0,0,0,92.5,531.5,548.3,67.2,5.1,2.8,30.7,0,0,11.2,10.4,
5/29/2023,PreWorkout,695.6,9.2,1.5,1.2,1.2,0,12.5,2153.3,250,142.9,5.4,50,14.4,24.6,24.6,46.6,52.4,
5/30/2023,Breakfast,442.7,15.1,2.9,4.2,6.4,0,192.1,186.5,286.4,52.5,10,18,23.8,6,0,31.1,15.4,
5/30/2023,Dinner,441.6,15.4,9.6,0,0,0,48,1094.4,138.2,51.8,3.8,9.6,23,0,0,48,11.5,
5/30/2023,Evening,352,9.8,2.3,2.7,1.5,0,0,381,218,63.7,3,20.4,4.7,0.8,98,7.1,8.7,
5/30/2023,Lunch,354.9,6.3,1.1,0.1,0,0,105,511.8,1253,35.8,4.1,8.4,37.2,0.7,58.2,6.3,12.6,
